category,iso3,region,year,population,pred_per_mn,units
general,JPN,日本,2028,121205149.9997,121.0231,14290.7926
general,JPN,日本,2029,120578900.9683,124.617,14594.3312
general,JPN,日本,2030,119955887.6727,134.5684,15629.3608
general,JPN,日本,2031,119336093.3944,132.6182,15274.5113
general,JPN,日本,2032,118719501.5012,137.7093,15727.853
general,JPN,日本,2033,118106095.4468,133.1398,15077.6462
general,JPN,日本,2034,117495858.7706,131.9156,14812.2516
general,JPN,日本,2035,116888775.0967,128.277,14280.8208
general,JPN,日本,2036,116284828.1341,134.3367,14827.2523
general,JPN,日本,2037,115684001.6759,139.0844,15219.1025
general,JPN,日本,2038,115086279.5989,130.7003,14178.0327
general,JPN,日本,2039,114491645.8632,141.2628,15190.8267
general,JPN,日本,2040,113900084.5118,134.7016,14359.0828
general,JPN,日本,2041,113311579.6702,134.1325,14173.4593
general,JPN,日本,2042,112726115.5458,138.3342,14489.2968
general,JPN,日本,2043,112143676.4276,148.7315,15441.3476
general,JPN,日本,2044,111564246.686,153.3719,15782.7365
general,JPN,日本,2045,110987810.772,153.3719,15643.2466
general,JPN,日本,2046,110414353.2168,153.3376,15501.2054
general,JPN,日本,2047,109843858.6317,154.6293,15493.0008
general,JPN,日本,2048,109276311.7075,153.5933,15252.2994
general,JPN,日本,2049,108711697.2141,153.5345,15110.5705
general,JPN,日本,2050,108150000.0,153.5345,14975.6578
general,KAZ,CIS,2026,21020743.3956,115.0835,3129.432
general,KAZ,CIS,2027,21199231.5831,110.1834,2957.3054
general,KAZ,CIS,2028,21379235.3227,116.0031,3076.7089
general,KAZ,CIS,2029,21560767.4831,105.3024,2762.9128
general,KAZ,CIS,2030,21743841.0422,102.3599,2659.5839
general,KAZ,CIS,2031,21928469.0881,100.2618,2582.1916
general,KAZ,CIS,2032,22114664.82,103.7509,2650.9366
general,KAZ,CIS,2033,22302441.5492,108.4815,2752.1884
general,KAZ,CIS,2034,22491812.7,122.912,3098.6138
general,KAZ,CIS,2035,22682791.8108,129.1343,3237.2685
general,KAZ,CIS,2036,22875392.5348,126.8619,3164.6442
general,KAZ,CIS,2037,23069628.6412,125.0194,3105.2807
general,KAZ,CIS,2038,23265514.0162,126.5585,3131.8352
general,KAZ,CIS,2039,23463062.6637,120.2825,2967.0945
general,KAZ,CIS,2040,23662288.7066,128.9266,3171.8669
general,KAZ,CIS,2041,23863206.388,128.7173,3159.7984
general,KAZ,CIS,2042,24065830.0714,118.9306,2914.4674
general,KAZ,CIS,2043,24270174.2427,122.2665,2992.2381
general,KAZ,CIS,2044,24476253.5106,120.802,2953.6134
general,KAZ,CIS,2045,24684082.608,132.1172,3228.3947
general,KAZ,CIS,2046,24893676.3926,152.5568,3726.9456
general,KAZ,CIS,2047,25105049.8486,153.848,3758.7518
general,KAZ,CIS,2048,25318218.0872,146.2227,3573.7512
general,KAZ,CIS,2049,25533196.348,146.1508,3574.2709
general,KAZ,CIS,2050,25750000.0,144.2354,3530.5744
general,KEN,アフリカ,2026,58317963.8456,15.2815,353.58
general,KEN,アフリカ,2027,59114160.5028,18.2612,453.7005
general,KEN,アフリカ,2028,59921227.3802,18.7641,498.5335
general,KEN,アフリカ,2029,60739312.8857,16.9026,478.3779
general,KEN,アフリカ,2030,61568567.4531,16.8461,506.0677
general,KEN,アフリカ,2031,62409143.5699,20.2881,644.7438
general,KEN,アフリカ,2032,63261195.8058,17.3496,581.4505
general,KEN,アフリカ,2033,64124880.8405,19.9365,702.5597
general,KEN,アフリカ,2034,65000357.493,27.8984,1030.954
general,KEN,アフリカ,2035,65887786.7504,29.6267,1145.1612
general,KEN,アフリカ,2036,66787331.7979,39.5787,1596.3906
general,KEN,アフリカ,2037,67699158.0485,38.5078,1617.1826
general,KEN,アフリカ,2038,68623433.1736,38.3542,1673.6326
general,KEN,アフリカ,2039,69560327.1338,40.1446,1816.6662
general,KEN,アフリカ,2040,70510012.2099,40.1446,1880.5954
general,KEN,アフリカ,2041,71472663.035,40.5512,1963.2005
general,KEN,アフリカ,2042,72448456.6265,42.3714,2116.6353
general,KEN,アフリカ,2043,73437572.4182,43.1,2218.3502
general,KEN,アフリカ,2044,74440192.294,44.0604,2333.3973
general,KEN,アフリカ,2045,75456500.6209,47.6137,2591.2446
general,KEN,アフリカ,2046,76486684.2829,48.7173,2721.328
general,KEN,アフリカ,2047,77530932.7155,54.6831,3131.7806
general,KEN,アフリカ,2048,78589437.9407,55.744,3269.8578
general,KEN,アフリカ,2049,79662394.6019,58.2036,3493.4573
general,KEN,アフリカ,2050,80750000.0,64.2076,3939.8165
general,MEX,中南米,2026,132528763.07,69.5943,8817.588
general,MEX,中南米,2027,133113195.0824,74.1964,9430.1903
general,MEX,中南米,2028,133700204.3524,79.8772,10182.2201
general,MEX,中南米,2029,134289802.2455,80.588,10301.4316
general,MEX,中南米,2030,134882000.1771,77.6952,9957.712
general,MEX,中南米,2031,135476809.6129,84.8985,10907.8422
general,MEX,中南米,2032,136074242.0693,85.8228,11052.349
general,MEX,中南米,2033,136674309.1135,85.9858,11097.7584
general,MEX,中南米,2034,137277022.3635,82.0539,10612.3404
general,MEX,中南米,2035,137882393.4887,89.3524,11579.0554
general,MEX,中南米,2036,138490434.21,90.8145,11790.4634
general,MEX,中南米,2037,139101156.2999,86.7907,11287.9486
general,MEX,中南米,2038,139714571.5829,84.6348,11025.9681
general,MEX,中南米,2039,140330691.9354,83.6441,10914.2123
general,MEX,中南米,2040,140949529.2865,88.1073,11513.9174
general,MEX,中南米,2041,141571095.6177,88.3937,11567.8915
general,MEX,中南米,2042,142195402.9634,91.2806,11961.9766
general,MEX,中南米,2043,142822463.411,91.1448,11959.6945
general,MEX,中南米,2044,143452289.1014,95.1852,12505.3164
general,MEX,中南米,2045,144084892.2289,94.7905,12468.1589
general,MEX,中南米,2046,144720285.0414,97.1758,12796.3217
general,MEX,中南米,2047,145358479.8412,98.7443,13016.8943
general,MEX,中南米,2048,145999488.9846,96.0127,12669.8667
general,MEX,中南米,2049,146643324.8823,107.2548,14167.3975
general,MEX,中南米,2050,147290000.0,120.6353,15949.9689
general,MYS,アジア,2026,36209160.5358,118.0546,4467.06
general,MYS,アジア,2027,36441974.4308,105.9249,4004.8173
general,MYS,アジア,2028,36676285.2484,100.9877,3815.8617
general,MYS,アジア,2029,36912102.6134,96.5142,3645.3711
general,MYS,アジア,2030,37149436.2123,102.1009,3855.5685
general,MYS,アジア,2031,37388295.7942,102.6005,3874.2926
general,MYS,アジア,2032,37628691.1705,102.2283,3860.7244
general,MYS,アジア,2033,37870632.216,101.5318,3835.4909
general,MYS,アジア,2034,38114128.8689,101.1391,3822.2645
general,MYS,アジア,2035,38359191.1313,104.5818,3954.5613
general,MYS,アジア,2036,38605829.0695,107.1032,4052.6462
general,MYS,アジア,2037,38854052.8146,116.1165,4397.1821
general,MYS,アジア,2038,39103872.563,117.6823,4460.493
general,MYS,アジア,2039,39355298.5765,122.7966,4658.9973
general,MYS,アジア,2040,39608341.1827,123.2162,4680.038
general,MYS,アジア,2041,39863010.776,118.9635,4523.8556
general,MYS,アジア,2042,40119317.8174,117.0057,4455.0339
general,MYS,アジア,2043,40377272.8351,122.2898,4662.4696
general,MYS,アジア,2044,40636886.4252,117.1794,4473.9372
general,MYS,アジア,2045,40898169.2518,132.9079,5081.9596
general,MYS,アジア,2046,41161132.0475,127.0777,4866.5142
general,MYS,アジア,2047,41425785.614,138.7167,5320.7258
general,MYS,アジア,2048,41692140.8225,154.2184,5925.0974
general,MYS,アジア,2049,41960208.6141,157.0978,6045.9968
general,MYS,アジア,2050,42230000.0,155.5318,5996.2014
general,NGA,アフリカ,2026,241410437.0547,18.0898,2023.872
general,NGA,アフリカ,2027,245356552.2151,20.5071,2444.586
general,NGA,アフリカ,2028,249367170.9033,28.1778,3566.7139
general,NGA,アフリカ,2029,253443347.4995,31.214,4181.9875
general,NGA,アフリカ,2030,257586153.6187,37.8348,5349.3303
general,NGA,アフリカ,2031,261796678.3925,39.8673,5931.835
general,NGA,アフリカ,2032,266076028.7559,43.2758,6758.5141
general,NGA,アフリカ,2033,270425329.7376,44.5545,7285.8333
general,NGA,アフリカ,2034,274845724.7564,45.1148,7707.3458
general,NGA,アフリカ,2035,279338375.9211,46.5825,8296.3981
general,NGA,アフリカ,2036,283904464.3369,48.9182,9064.8834
general,NGA,アフリカ,2037,288545190.4152,49.9371,9610.3935
general,NGA,アフリカ,2038,293261774.1895,50.0893,9994.1092
general,NGA,アフリカ,2039,298055455.6359,54.7866,11315.1408
general,NGA,アフリカ,2040,302927494.9995,52.1865,11139.8978
general,NGA,アフリカ,2041,307879173.1253,55.7905,12291.8074
general,NGA,アフリカ,2042,312911791.7951,57.0154,12948.3737
general,NGA,アフリカ,2043,318026674.07,59.2881,13862.1921
general,NGA,アフリカ,2044,323225164.6376,63.6751,15310.2851
general,NGA,アフリカ,2045,328508630.166,63.641,15719.6135
general,NGA,アフリカ,2046,333878459.6631,66.6119,16885.73
general,NGA,アフリカ,2047,339336064.8415,68.0293,17681.8414
general,NGA,アフリカ,2048,344882880.4899,77.8736,20735.429
general,NGA,アフリカ,2049,350520364.8499,77.8736,21225.4361
general,NGA,アフリカ,2050,356250000.0,77.3346,21560.5359
general,NZL,オセアニア,2026,5286193.9234,93.6021,505.968
general,NZL,オセアニア,2027,5320714.8191,113.7091,615.1108
general,NZL,オセアニア,2028,5355461.1495,113.4995,614.5027
general,NZL,オセアニア,2029,5390434.387,120.0438,650.5629
general,NZL,オセアニア,2030,5425636.0133,115.7775,628.113
general,NZL,オセアニア,2031,5461067.5199,123.269,669.5354
general,NZL,オセアニア,2032,5496730.4079,128.2479,697.4523
general,NZL,オセアニア,2033,5532626.1884,138.3261,753.2679
general,NZL,オセアニア,2034,5568756.3822,142.503,777.113
general,NZL,オセアニア,2035,5605122.5203,144.0278,786.5979
general,NZL,オセアニア,2036,5641726.1433,140.809,770.2162
general,NZL,オセアニア,2037,5678568.8022,143.1608,784.3499
general,NZL,オセアニア,2038,5715652.0579,141.2648,775.262
general,NZL,オセアニア,2039,5752977.4816,143.7275,790.1463
general,NZL,オセアニア,2040,5790546.6549,143.1714,788.4955
general,NZL,オセアニア,2041,5828361.1694,135.9619,750.1635
general,NZL,オセアニア,2042,5866422.6273,149.5821,826.8639
general,NZL,オセアニア,2043,5904732.6413,138.6813,768.079
general,NZL,オセアニア,2044,5943292.8346,150.9818,837.8436
general,NZL,オセアニア,2045,5982104.8409,172.9432,961.6305
general,NZL,オセアニア,2046,6021170.3046,177.3448,988.1077
general,NZL,オセアニア,2047,6060490.8809,171.1417,955.5128
general,NZL,オセアニア,2048,6100068.2359,170.5189,954.0273
general,NZL,オセアニア,2049,6139904.0463,170.5189,956.0494
general,NZL,オセアニア,2050,6180000.0,170.5189,958.1005
general,PER,中南米,2026,34672359.9895,57.1761,1593.6
general,PER,中南米,2027,34768311.7818,64.9288,1833.5573
general,PER,中南米,2028,34864529.1097,65.3132,1866.9523
general,PER,中南米,2029,34961012.7081,70.3894,2034.818
general,PER,中南米,2030,35057763.3138,70.7585,2066.9003
general,PER,中南米,2031,35154781.6658,71.9739,2122.7515
general,PER,中南米,2032,35252068.5049,79.4703,2364.8095
general,PER,中南米,2033,35349624.5743,78.6328,2359.2123
general,PER,中南米,2034,35447450.6189,82.3214,2488.6996
general,PER,中南米,2035,35545547.3859,83.3005,2535.985
general,PER,中南米,2036,35643915.6245,84.678,2594.5961
general,PER,中南米,2037,35742556.0859,85.1578,2624.8188
general,PER,中南米,2038,35841469.5236,88.2158,2733.9407
general,PER,中南米,2039,35940656.6929,92.7288,2888.2168
general,PER,中南米,2040,36040118.3513,97.9478,3064.7923
general,PER,中南米,2041,36139855.2585,105.689,3320.9127
general,PER,中南米,2042,36239868.1762,104.1062,3283.7316
general,PER,中南米,2043,36340157.8682,101.9556,3227.141
general,PER,中南米,2044,36440725.1005,101.1025,3210.3084
general,PER,中南米,2045,36541570.6411,101.1512,3221.1077
general,PER,中南米,2046,36642695.2602,103.5493,3306.0635
general,PER,中南米,2047,36744099.7301,102.1471,3268.9457
general,PER,中南米,2048,36845784.8253,101.6033,3258.3902
general,PER,中南米,2049,36947751.3223,102.9818,3308.8098
general,PER,中南米,2050,37050000.0,104.4529,3361.6851
general,PHL,アジア,2026,117395823.1288,43.9492,3655.32
general,PHL,アジア,2027,118007860.5358,44.8755,3823.0372
general,PHL,アジア,2028,118623088.7701,47.7745,4162.5157
general,PHL,アジア,2029,119241524.4668,53.5696,4766.7289
general,PHL,アジア,2030,119863184.3479,49.7107,4511.4558
general,PHL,アジア,2031,120488085.2226,60.7572,5616.8189
general,PHL,アジア,2032,121116243.9875,61.0113,5738.8632
general,PHL,アジア,2033,121747677.6275,65.981,6307.9463
general,PHL,アジア,2034,122382403.2161,70.1069,6805.2797
general,PHL,アジア,2035,123020437.9156,65.8507,6484.1517
general,PHL,アジア,2036,123661798.9779,69.3943,6925.3783
general,PHL,アジア,2037,124306503.7449,81.1754,8203.7947
general,PHL,アジア,2038,124954569.6488,80.7939,8262.4427
general,PHL,アジア,2039,125606014.2128,82.7246,8554.5021
general,PHL,アジア,2040,126260855.0513,80.9466,8458.6227
general,PHL,アジア,2041,126919109.8705,83.8994,8853.8317
general,PHL,アジア,2042,127580796.4693,87.7976,9351.3734
general,PHL,アジア,2043,128245932.7389,88.5508,9514.1746
general,PHL,アジア,2044,128914536.664,88.0631,9539.8013
general,PHL,アジア,2045,129586626.3232,103.1142,11257.0944
general,PHL,アジア,2046,130262219.889,103.1483,11343.3695
general,PHL,アジア,2047,130941335.629,98.6552,10924.3247
general,PHL,アジア,2048,131623991.9059,93.1462,10381.6957
general,PHL,アジア,2049,132310207.178,93.3332,10466.7797
general,PHL,アジア,2050,133000000.0,95.0675,10723.5427
general,POL,欧州,2026,38010894.2551,77.9545,2684.22
general,POL,欧州,2027,37881318.7318,88.6938,3050.7369
general,POL,欧州,2028,37752184.919,99.0382,3401.454
general,POL,欧州,2029,37623491.3112,100.7901,3455.0739
general,POL,欧州,2030,37495236.4077,100.7062,3444.3906
general,POL,欧州,2031,37367418.7129,102.507,3496.8453
general,POL,欧州,2032,37240036.7364,101.5899,3455.4159
general,POL,欧州,2033,37113088.9931,104.2646,3534.947
general,POL,欧州,2034,36986574.0024,104.4334,3528.254
general,POL,欧州,2035,36860490.2894,109.4779,3684.747
general,POL,欧州,2036,36734836.3838,105.6049,3540.1324
general,POL,欧州,2037,36609610.8203,104.2923,3481.3155
general,POL,欧州,2038,36484812.1389,110.7504,3680.4405
general,POL,欧州,2039,36360438.8844,110.5104,3655.3956
general,POL,欧州,2040,36236489.6064,121.2094,3989.92
general,POL,欧州,2041,36112962.8598,131.3371,4301.6668
general,POL,欧州,2042,35989857.204,135.0317,4399.8387
general,POL,欧州,2043,35867171.2038,140.8445,4564.8563
general,POL,欧州,2044,35744903.4284,140.3839,4525.1194
general,POL,欧州,2045,35623052.4523,140.3839,4499.8551
general,POL,欧州,2046,35501616.8545,140.3839,4474.1853
general,POL,欧州,2047,35380595.2192,139.4467,4418.4593
general,POL,欧州,2048,35259986.1351,142.9381,4502.2583
general,POL,欧州,2049,35139788.1959,143.2504,4484.9204
general,POL,欧州,2050,35020000.0,161.5013,5025.4089
general,RUS,CIS,2026,143838613.9977,104.8018,12130.284
general,RUS,CIS,2027,143680010.0734,100.9645,11793.8134
general,RUS,CIS,2028,143521581.034,94.548,11135.408
general,RUS,CIS,2029,143363326.6868,96.9959,11507.6745
general,RUS,CIS,2030,143205246.8389,99.4944,11880.9671
general,RUS,CIS,2031,143047341.2981,105.2945,12645.6232
general,RUS,CIS,2032,142889609.8722,111.7926,13493.182
general,RUS,CIS,2033,142732052.3691,107.5918,13042.2665
general,RUS,CIS,2034,142574668.5971,107.6586,13098.5064
general,RUS,CIS,2035,142417458.3646,107.6586,13139.0769
general,RUS,CIS,2036,142260421.4803,114.2705,13981.5255
general,RUS,CIS,2037,142103557.753,110.8252,13587.5361
general,RUS,CIS,2038,141946866.9918,110.1895,13530.5905
general,RUS,CIS,2039,141790349.006,104.0101,12785.9357
general,RUS,CIS,2040,141634003.605,117.0147,14394.5036
general,RUS,CIS,2041,141477830.5986,109.3311,13453.3601
general,RUS,CIS,2042,141321829.7967,122.0352,15015.7014
general,RUS,CIS,2043,141166001.0093,132.8291,16337.3035
general,RUS,CIS,2044,141010344.0469,137.0592,16845.5384
general,RUS,CIS,2045,140854858.7199,137.3532,16864.637
general,RUS,CIS,2046,140699544.8391,137.2094,16825.3624
general,RUS,CIS,2047,140544402.2154,138.3882,16943.7959
general,RUS,CIS,2048,140389430.6601,138.3882,16913.6714
general,RUS,CIS,2049,140234629.9844,137.3544,16753.7405
general,RUS,CIS,2050,140080000.0,136.735,16641.3546
general,SAU,中近東,2026,35080709.4312,213.0986,7089.528
general,SAU,中近東,2027,35490266.2863,167.0121,5617.0783
general,SAU,中近東,2028,35904604.5959,171.0284,5813.8195
general,SAU,中近東,2029,36323780.1821,171.0566,5875.9002
general,SAU,中近東,2030,36747849.5188,168.6234,5852.0894
general,SAU,中近東,2031,37176869.7388,177.286,6215.1024
general,SAU,中近東,2032,37610898.6424,178.2654,6311.7439
general,SAU,中近東,2033,38049994.7045,176.5692,6313.0313
general,SAU,中近東,2034,38494217.0825,170.6227,6159.3934
general,SAU,中近東,2035,38943625.6248,173.9974,6341.0762
general,SAU,中近東,2036,39398280.8782,182.078,6697.95
general,SAU,中近東,2037,39858244.0965,192.0345,7129.7906
general,SAU,中近東,2038,40323577.2488,197.2982,7392.4092
general,SAU,中近東,2039,40794343.0272,197.4589,7465.5289
general,SAU,中近東,2040,41270604.8562,187.8029,7164.1609
general,SAU,中近東,2041,41752426.9004,191.4043,7366.3999
general,SAU,中近東,2042,42239874.0738,186.9457,7258.1075
general,SAU,中近東,2043,42733012.0481,184.5059,7225.8477
general,SAU,中近東,2044,43231907.2616,186.7767,7378.027
general,SAU,中近東,2045,43736626.9285,184.644,7356.3516
general,SAU,中近東,2046,44247239.0475,199.7455,8025.7676
general,SAU,中近東,2047,44763812.4111,197.3875,7998.0829
general,SAU,中近東,2048,45286416.6152,193.1331,7891.4289
general,SAU,中近東,2049,45815122.0681,193.1331,7957.3083
general,SAU,中近東,2050,46350000.0,193.4416,8036.1699
general,SWE,欧州,2026,10694289.9121,136.4585,1403.364
general,SWE,欧州,2027,10732076.8697,145.1649,1495.6954
general,SWE,欧州,2028,10769997.3429,143.2816,1478.8206
general,SWE,欧州,2029,10808051.8034,137.5499,1421.8868
general,SWE,欧州,2030,10846240.7246,137.0041,1418.2687
general,SWE,欧州,2031,10884564.5817,139.6443,1447.4815
general,SWE,欧州,2032,10923023.8514,151.4351,1571.5537
general,SWE,欧州,2033,10961619.0122,152.6293,1585.6419
general,SWE,欧州,2034,11000350.5443,157.5327,1638.1639
general,SWE,欧州,2035,11039218.9295,162.9889,1696.3758
general,SWE,欧州,2036,11078224.6513,164.0166,1708.4018
general,SWE,欧州,2037,11117368.1951,163.1079,1700.1167
general,SWE,欧州,2038,11156650.0477,157.547,1643.1645
general,SWE,欧州,2039,11196070.698,155.1296,1618.8291
general,SWE,欧州,2040,11235630.6362,151.6422,1583.187
general,SWE,欧州,2041,11275330.3547,151.3651,1580.9416
general,SWE,欧州,2042,11315170.3472,151.3651,1581.4951
general,SWE,欧州,2043,11355151.1094,152.9273,1598.2874
general,SWE,欧州,2044,11395273.1387,171.0609,1788.24
general,SWE,欧州,2045,11435536.9343,164.2342,1717.2084
general,SWE,欧州,2046,11475942.997,161.1444,1685.1527
general,SWE,欧州,2047,11516491.8296,161.0833,1684.6934
general,SWE,欧州,2048,11557183.9365,158.4412,1657.1731
general,SWE,欧州,2049,11598019.824,155.5235,1626.7062
general,SWE,欧州,2050,11639000.0,160.3899,1677.6002
general,THA,アジア,2026,71513600.6652,77.6072,4265.868
general,THA,アジア,2027,71407493.0007,81.6405,4541.11
general,THA,アジア,2028,71301542.7725,82.9515,4663.6598
general,THA,アジア,2029,71195749.7469,82.5011,4683.15
general,THA,アジア,2030,71090113.6909,83.9166,4804.6586
general,THA,アジア,2031,70984634.3713,83.2548,4803.415
general,THA,アジア,2032,70879311.5558,86.2152,5008.0458
general,THA,アジア,2033,70774145.0121,97.4125,5692.2748
general,THA,アジア,2034,70669134.5082,97.2603,5712.9539
general,THA,アジア,2035,70564279.8128,95.2004,5617.0321
general,THA,アジア,2036,70459580.6946,95.0922,5632.0451
general,THA,アジア,2037,70355036.9228,96.3711,5725.994
general,THA,アジア,2038,70250648.2668,107.624,6411.2636
general,THA,アジア,2039,70146414.4966,104.4422,6234.557
general,THA,アジア,2040,70042335.3823,99.1338,5926.8905
general,THA,アジア,2041,69938410.6945,93.8768,5618.668
general,THA,アジア,2042,69834640.2039,99.1488,5938.021
general,THA,アジア,2043,69731023.682,98.5757,5905.0693
general,THA,アジア,2044,69627560.9001,98.7983,5917.5041
general,THA,アジア,2045,69524251.6302,98.7555,5911.933
general,THA,アジア,2046,69421095.6444,99.9212,5976.6708
general,THA,アジア,2047,69318092.7155,105.6005,6309.0868
general,THA,アジア,2048,69215242.6162,113.7176,6784.2289
general,THA,アジア,2049,69112545.1199,119.1238,7094.5718
general,THA,アジア,2050,69010000.0,117.0109,6955.0305
general,TUR,中近東,2026,87957996.0852,129.9437,12068.532
general,TUR,中近東,2027,88231412.4481,124.6617,11522.3479
general,TUR,中近東,2028,88505678.7225,144.0785,13256.5202
general,TUR,中近東,2029,88780797.5502,148.0843,13566.5013
general,TUR,中近東,2030,89056771.5814,146.293,13347.8062
general,TUR,中近東,2031,89333603.4746,144.0645,13093.7255
general,TUR,中近東,2032,89611295.8964,150.0624,13588.8983
general,TUR,中近東,2033,89889851.5217,147.0383,13268.7354
general,TUR,中近東,2034,90169273.0338,147.6284,13277.9404
general,TUR,中近東,2035,90449563.1242,158.0367,14169.3639
general,TUR,中近東,2036,90730724.493,158.878,14202.1215
general,TUR,中近東,2037,91012759.8485,160.3785,14295.3083
general,TUR,中近東,2038,91295671.9075,153.47,13642.2356
general,TUR,中近東,2039,91579463.3951,151.6064,13441.4973
general,TUR,中近東,2040,91864137.0452,151.0596,13359.6683
general,TUR,中近東,2041,92149695.5998,155.6357,13731.5716
general,TUR,中近東,2042,92436141.8098,156.2899,13757.7906
general,TUR,中近東,2043,92723478.4343,139.11,12218.6425
general,TUR,中近東,2044,93011708.2412,143.9211,12614.6048
general,TUR,中近東,2045,93300834.007,144.5613,12645.0508
general,TUR,中近東,2046,93590858.5167,149.6107,13061.2115
general,TUR,中近東,2047,93881784.5641,164.1024,14299.4167
general,TUR,中近東,2048,94173614.9516,165.6868,14411.2697
general,TUR,中近東,2049,94466352.4902,166.7229,14475.9516
general,TUR,中近東,2050,94760000.0,167.3169,14502.8724
general,USA,北米,2026,348941306.8803,162.2218,50220.312
general,USA,北米,2027,350614792.3114,162.9626,50881.498
general,USA,北米,2028,352296303.6009,162.8542,51256.2881
general,USA,北米,2029,353985879.2398,162.8542,51643.2222
general,USA,北米,2030,355683557.904,181.1774,57861.3418
general,USA,北米,2031,357389378.4546,181.1774,58247.2632
general,USA,北米,2032,359103379.9394,181.1774,58612.7088
general,USA,北米,2033,360825601.5932,176.6623,57489.5217
general,USA,北米,2034,362556082.839,175.6171,57467.175
general,USA,北米,2035,364294863.289,178.6708,58772.7783
general,USA,北米,2036,366041982.7453,174.2957,57616.8571
general,USA,北米,2037,367797481.2009,185.7317,61683.4017
general,USA,北米,2038,369561398.8405,184.0711,61400.8983
general,USA,北米,2039,371333776.0417,184.4127,61770.5825
general,USA,北米,2040,373114653.3756,181.0196,60872.3482
general,USA,北米,2041,374904071.608,181.0196,61098.727
general,USA,北米,2042,376702071.7001,164.3553,55669.463
general,USA,北米,2043,378508694.8097,164.3553,55855.2631
general,USA,北米,2044,380323982.2916,164.4188,56053.7335
general,USA,北米,2045,382147975.6995,164.4188,56222.2136
general,USA,北米,2046,383980716.7859,164.4188,56382.7992
general,USA,北米,2047,385822247.5039,165.8227,57018.7094
general,USA,北米,2048,387672610.0075,165.8227,57166.2068
general,USA,北米,2049,389531846.653,165.8227,57307.1504
general,USA,北米,2050,391400000.0,165.8227,57441.9553
general,UZB,CIS,2026,37362321.3063,68.8655,2772.864
general,UZB,CIS,2027,37673789.68,66.0298,2656.0676
general,UZB,CIS,2028,37987854.588,64.6062,2597.1629
general,UZB,CIS,2029,38304537.676,71.1888,2860.917
general,UZB,CIS,2030,38623860.7705,71.3667,2868.0842
general,UZB,CIS,2031,38945845.8795,74.6263,2999.9618
general,UZB,CIS,2032,39270515.1949,74.7291,3005.7813
general,UZB,CIS,2033,39597891.0932,71.223,2867.0823
general,UZB,CIS,2034,39927996.1378,73.8622,2976.4306
general,UZB,CIS,2035,40260853.0799,90.7126,3660.0707
general,UZB,CIS,2036,40596484.8607,92.162,3724.0021
general,UZB,CIS,2037,40934914.6122,93.1562,3770.4069
general,UZB,CIS,2038,41276165.6597,91.7311,3719.5333
general,UZB,CIS,2039,41620261.5226,94.18,3826.4615
general,UZB,CIS,2040,41967225.9166,93.4941,3806.7701
general,UZB,CIS,2041,42317082.7549,97.3061,3971.0777
general,UZB,CIS,2042,42669856.1502,97.598,3992.6727
general,UZB,CIS,2043,43025570.4163,103.4465,4242.7457
general,UZB,CIS,2044,43384250.0694,103.0136,4236.2851
general,UZB,CIS,2045,43745919.8303,102.8794,4242.5329
general,UZB,CIS,2046,44110604.6258,104.493,4321.503
general,UZB,CIS,2047,44478329.5905,106.2641,4407.8411
general,UZB,CIS,2048,44849120.0687,107.027,4453.1032
general,UZB,CIS,2049,45223001.6157,101.2682,4226.7636
general,UZB,CIS,2050,45600000.0,103.1,4317.108
general,VNM,アジア,2026,101600588.2995,77.7705,8207.04
general,VNM,アジア,2027,101602646.6408,72.4126,7589.8671
general,VNM,アジア,2028,101604705.0237,75.5291,7864.3787
general,VNM,アジア,2029,101606763.4483,85.6809,8864.2096
general,VNM,アジア,2030,101608821.9147,85.2081,8760.2042
general,VNM,アジア,2031,101610880.4227,84.7408,8659.0391
general,VNM,アジア,2032,101612938.9724,89.5474,9095.6883
general,VNM,アジア,2033,101614997.5639,89.6529,9053.374
general,VNM,アジア,2034,101617056.197,95.8426,9623.2473
general,VNM,アジア,2035,101619114.8719,97.8276,9767.6913
general,VNM,アジア,2036,101621173.5884,90.8432,9020.6397
general,VNM,アジア,2037,101623232.3467,99.5396,9831.0286
general,VNM,アジア,2038,101625291.1467,99.7531,9800.0565
general,VNM,アジア,2039,101627349.9884,97.4298,9522.0714
general,VNM,アジア,2040,101629408.8718,98.9639,9622.5182
general,VNM,アジア,2041,101631467.7969,104.9974,10157.7242
general,VNM,アジア,2042,101633526.7637,105.8886,10193.0472
general,VNM,アジア,2043,101635585.7722,111.1773,10649.6877
general,VNM,アジア,2044,101637644.8225,109.9513,10481.2602
general,VNM,アジア,2045,101639703.9144,105.4312,10002.3047
general,VNM,アジア,2046,101641763.0481,107.1439,10116.722
general,VNM,アジア,2047,101643822.2235,107.0106,10056.8596
general,VNM,アジア,2048,101645881.4406,107.7967,10083.8093
general,VNM,アジア,2049,101647940.6995,111.4581,10378.4681
general,VNM,アジア,2050,101650000.0,107.8718,9998.8547
general,ZAF,アフリカ,2026,64889609.8109,26.2847,1942.2
general,ZAF,アフリカ,2027,65032213.3247,33.992,2484.7709
general,ZAF,アフリカ,2028,65175130.2286,43.1542,3122.5674
general,ZAF,アフリカ,2029,65318361.2113,46.8725,3359.1432
general,ZAF,アフリカ,2030,65461906.9631,49.2713,3499.0809
general,ZAF,アフリカ,2031,65605768.1757,51.5143,3627.012
general,ZAF,アフリカ,2032,65749945.5423,51.8318,3619.7297
